"﻿state.country.isoCode";"state.id";"name";"nameExtension";"postalCode";"areaCode";"language";"population"
"DE";"RP";"Astert";;57627;2688;"de";
"DE";"RP";"Attenhausen";", Rhein-Lahn-Kr";56370;2604;"de";
"DE";"RP";"Atzelgift";;57629;2662;"de";
"DE";"RP";"Auderath";;56766;2676;"de";
"DE";"RP";"Auel";"b St Goarshausen";56357;6771;"de";
"DE";"RP";"Auen";"b Monzingen";55569;6754;"de";
"DE";"RP";"Aull";;65582;6432;"de";
"DE";"RP";"Auw";"bei Prüm";54597;6552;"de";
"DE";"RP";"Auw";"an der Kyll";54664;6562;"de";
"DE";"RP";"Ayl";", Saar";54441;6581;"de";
"DE";"RP";"Baar";", Eifel";56729;2656;"de";
"DE";"RP";"Bacharach";;55422;6743;"de";
"DE";"RP";"Bachenberg";;57610;2681;"de";
"DE";"RP";"Bad Bergzabern";;76887;6343;"de";
"DE";"RP";"Bad Bertrich";;56864;2674;"de";
"DE";"RP";"Bad Breisig";;53498;2633;"de";
"DE";"RP";"Bad Dürkheim";;67098;6322;"de";
"DE";"RP";"Bad Ems";;56130;2603;"de";
"DE";"RP";"Bad Hönningen";;53557;2635;"de";
"DE";"RP";"Bad Kreuznach";;55543;671;"de";
"DE";"RP";"Bad Kreuznach";;55545;671;"de";
"DE";"RP";"Bad Marienberg";"(Westerwald)";56470;2661;"de";
"DE";"RP";"Bad Münster-Ebernburg";"am Stein";55583;6708;"de";
"DE";"RP";"Bad Neuenahr-Ahrweiler";;53474;2641;"de";
"DE";"RP";"Bad Sobernheim";;55566;6751;"de";
"DE";"RP";"Badem";;54657;6563;"de";
"DE";"RP";"Badenhard";;56291;6746;"de";
"DE";"RP";"Badenheim";;55576;6701;"de";
"DE";"RP";"Baldringen";;54314;6587;"de";
"DE";"RP";"Balduinstein";;65558;6432;"de";
"DE";"RP";"Balesfeld";;54597;6553;"de";
"DE";"RP";"Bann";", Pfalz";66851;6371;"de";
"DE";"RP";"Bannberscheid";;56424;2602;"de";
"DE";"RP";"Banzenhof";", Gem Reiff";54619;6559;"de";
"DE";"RP";"Barbelroth";;76889;6343;"de";
"DE";"RP";"Bärenbach";"b Simmern, Hunsrück";55483;6543;"de";
"DE";"RP";"Bärenbach";"b Idar-Oberstein";55758;6784;"de";
"DE";"RP";"Bärenbrunnerhof";;66996;6391;"de";
"DE";"RP";"Bärenbrunnermühle";;66996;6391;"de";
"DE";"RP";"Barweiler";;53534;2691;"de";
"DE";"RP";"Bärweiler";;55606;6751;"de";
"DE";"RP";"Basberg";", Eifel";54578;6593;"de";
"DE";"RP";"Bassenheim";;56220;2625;"de";
"DE";"RP";"Battenberg";"(Pfalz)";67271;6359;"de";
"DE";"RP";"Battweiler";;66484;6337;"de";
"DE";"RP";"Bauler";"b Barweiler";53534;2692;"de";
"DE";"RP";"Bauler";"b Neuerburg";54673;6524;"de";
"DE";"RP";"Baumholder";;55774;6783;"de";
"DE";"RP";"Bausendorf";;54538;6532;"de";
"DE";"RP";"Baustert";;54636;6527;"de";
"DE";"RP";"Bayerfeld-Steckweiler";;67808;6362;"de";
"DE";"RP";"Becheln";;56132;2603;"de";
"DE";"RP";"Bechenheim";;55234;6736;"de";
"DE";"RP";"Becherbach";"b Kirn, Nahe";55608;6757;"de";
"DE";"RP";"Becherbach";", Pfalz";67827;6364;"de";
"DE";"RP";"Bechhofen";", Pfalz";66894;6372;"de";
"DE";"RP";"Bechtheim";", Rheinhess";67595;6242;"de";
"DE";"RP";"Bechtolsheim";;55234;6733;"de";
"DE";"RP";"Bedesbach";;66885;6381;"de";
"DE";"RP";"Beilingen";;54662;6562;"de";
"DE";"RP";"Beilstein";", Mosel";56814;2673;"de";
"DE";"RP";"Beindersheim";;67259;6233;"de";
"DE";"RP";"Beinhausen";;54552;2692;"de";
"DE";"RP";"Bekond";;54340;6502;"de";
"DE";"RP";"Belg";;56858;6543;"de";
"DE";"RP";"Belgweiler";;55469;6761;"de";
"DE";"RP";"Bell";"(Hunsrück)";56288;6762;"de";
"DE";"RP";"Bell";", Eifel";56745;2652;"de";
"DE";"RP";"Bellheim";;76756;7272;"de";
"DE";"RP";"Bellingen";", Westerw";56459;2663;"de";
"DE";"RP";"Beltheim";;56290;6762;"de";
"DE";"RP";"Bembermühle";;56203;2624;"de";
"DE";"RP";"Bendorf";", Rhein";56170;2622;"de";
"DE";"RP";"Bengel";", Mosel";54538;6532;"de";
"DE";"RP";"Bennhausen";;67808;6357;"de";
"DE";"RP";"Benratherhof";;54314;6587;"de";
"DE";"RP";"Benzweiler";;55494;6766;"de";
"DE";"RP";"Bereborn";;56769;2692;"de";
"DE";"RP";"Berenbach";;56766;2676;"de";
"DE";"RP";"Berg";", Kr Ahrweiler";53505;2643;"de";
"DE";"RP";"Berg";", Taunus";56357;6772;"de";
"DE";"RP";"Berg";"(Pfalz)";76768;7273;"de";
"DE";"RP";"Bergen";"b Kirn, Nahe";55608;6752;"de";
"DE";"RP";"Bergenhausen";", Hunsrück";55469;6766;"de";
"DE";"RP";"Bergerhof";"b Holzappel, Rhein-Lahn-Kr";56379;6439;"de";
"DE";"RP";"Berghausen";", Rhein-Lahn-Kr";56368;6486;"de";
"DE";"RP";"Berglangenbach";;55776;6789;"de";
"DE";"RP";"Berglicht";;54426;6504;"de";
"DE";"RP";"Bergmühle";"b Rockenhausen";67823;6362;"de";
"DE";"RP";"Bergweiler";"b Wittlich";54518;6571;"de";
"DE";"RP";"Berkoth";;54673;6564;"de";
"DE";"RP";"Berlingen";", Eifel";54570;6591;"de";
"DE";"RP";"Bermel";;56729;2657;"de";
"DE";"RP";"Bermersheim";"vor der Höhe";55234;6731;"de";
"DE";"RP";"Bermersheim";"b Worms";67593;6244;"de";
"DE";"RP";"Berndorf";", Eifel";54578;6593;"de";
"DE";"RP";"Berndroth";;56370;6486;"de";
"DE";"RP";"Bernkastel-Kues";;54470;6531;"de";
"DE";"RP";"Berod";"bei Wallmerod";56414;6435;"de";
"DE";"RP";"Berod";"bei Hachenburg";57614;2680;"de";
"DE";"RP";"Berscheid";", Eifel";54673;6524;"de";
"DE";"RP";"Berschweiler";"bei Kirn";55608;6752;"de";
"DE";"RP";"Berschweiler";"b Baumholder";55777;6783;"de";
"DE";"RP";"Berzhahn";;56459;2663;"de";
"DE";"RP";"Berzhausen";;57632;2685;"de";
"DE";"RP";"Bescheid";"b Hermeskeil";54413;6509;"de";
"DE";"RP";"Betteldorf";;54570;6595;"de";
"DE";"RP";"Bettendorf";"b Nastätten";56355;6772;"de";
"DE";"RP";"Bettenfeld";", Eifel";54533;6572;"de";
"DE";"RP";"Bettingen";", Eifel";54646;6527;"de";
"DE";"RP";"Betzdorf";", Sieg";57518;2741;"de";
"DE";"RP";"Beulich";;56283;6745;"de";
"DE";"RP";"Beuren";"(Hochwald)";54413;6586;"de";
"DE";"RP";"Beuren";", Eifel";56825;2675;"de";
"DE";"RP";"Bickenbach";", Hunsrück";56291;6746;"de";
"DE";"RP";"Bickendorf";", Eifel";54636;6569;"de";
"DE";"RP";"Biebelnheim";;55234;6733;"de";
"DE";"RP";"Biebelsheim";;55546;6701;"de";
"DE";"RP";"Biebern";;55471;6761;"de";
"DE";"RP";"Biebrich";"b Katzenelnbogen";56370;6486;"de";
"DE";"RP";"Biedershausen";;66917;6375;"de";
"DE";"RP";"Biedesheim";", Pfalz";67308;6355;"de";
"DE";"RP";"Biehlerhof";;66996;6393;"de";
"DE";"RP";"Biersdorf am See";;54636;6569;"de";
"DE";"RP";"Biesdorf";", Eifel";54675;6566;"de";
"DE";"RP";"Bilkheim";;56414;6435;"de";
"DE";"RP";"Billigheim-Ingenheim";;76831;6349;"de";
"DE";"RP";"Bingen";"am Rhein";55411;6721;"de";
"DE";"RP";"Binningen";", Eifel";56754;2672;"de";
"DE";"RP";"Binsfeld";"b Wittlich";54518;6575;"de";
"DE";"RP";"Birgel";"b Lissendorf";54587;6597;"de";
"DE";"RP";"Birkenbeul";;57589;261;"de";
"DE";"RP";"Birkenfeld";", Nahe";55765;6782;"de";
"DE";"RP";"Birkenheide";", Pfalz";67134;6237;"de";
"DE";"RP";"Birkenhof";"b Simmern, Hunsrück";55469;6761;"de";
"DE";"RP";"Birken-Honigsessen";;57587;2742;"de";
"DE";"RP";"Birkenhördt";;76889;6343;"de";
"DE";"RP";"Birkheim";;56291;6746;"de";
"DE";"RP";"Birkweiler";;76831;6345;"de";
"DE";"RP";"Birlenbach";", Rhein-Lahn-Kr";65626;6432;"de";
"DE";"RP";"Birnbach";", Westerw";57612;2681;"de";
"DE";"RP";"Birresborn";;54574;6594;"de";
"DE";"RP";"Birtlingen";;54634;6561;"de";
"DE";"RP";"Bischheim";", Pfalz";67294;6352;"de";
"DE";"RP";"Bissersheim";;67281;6359;"de";
"DE";"RP";"Bisterschied";;67806;6364;"de";
"DE";"RP";"Bitburg";;54634;6561;"de";
"DE";"RP";"Bitzen";"b Wissen, Sieg";57539;2682;"de";
"DE";"RP";"Blankenrath";;56865;6545;"de";
"DE";"RP";"Blaubach";", Pfalz";66869;6381;"de";
"DE";"RP";"Bleckhausen";", Eifel";54570;6572;"de";
"DE";"RP";"Bleckhausener Mühle";;54570;6572;"de";
"DE";"RP";"Bleialf";;54608;6555;"de";
"DE";"RP";"Bobenheim am Berg";;67273;6353;"de";
"DE";"RP";"Bobenheim-Roxheim";;67240;6239;"de";
"DE";"RP";"Bobenthal";;76891;6394;"de";
"DE";"RP";"Böbingen";", Pfalz";67482;6327;"de";
"DE";"RP";"Böchingen";;76833;6341;"de";
"DE";"RP";"Bockenau";;55595;6758;"de";
"DE";"RP";"Bockenheim";"an der Weinstraße";67278;6359;"de";
"DE";"RP";"Boden";", Westerw";56412;2602;"de";
"DE";"RP";"Bodenbach";", Eifel";53539;2692;"de";
"DE";"RP";"Bodenheim";", Rhein";55294;6135;"de";
"DE";"RP";"Bödingerhof";;66500;6338;"de";
"DE";"RP";"Bogel";;56357;6772;"de";
"DE";"RP";"Böhl-Iggelheim";;67459;6324;"de";
"DE";"RP";"Bolanden";", Pfalz";67295;6352;"de";
"DE";"RP";"Bolanderhof";;67292;6352;"de";
"DE";"RP";"Bollenbach";", Hunsrück";55624;6544;"de";
"DE";"RP";"Böllenborn";;76887;6343;"de";
"DE";"RP";"Bollendorf";;54669;6526;"de";
"DE";"RP";"Bölsberg";;57648;2661;"de";
"DE";"RP";"Bonefeld";;56579;2634;"de";
"DE";"RP";"Bonerath";;54316;6588;"de";
"DE";"RP";"Bongard";", Eifel";53539;2692;"de";
"DE";"RP";"Bonsbeuern";;56864;2674;"de";
"DE";"RP";"Boos";", Nahe";55595;6758;"de";
"DE";"RP";"Boos";", Eifel";56729;2656;"de";
"DE";"RP";"Boppard";", Rhein";56154;6742;"de";
"DE";"RP";"Börfink";;54422;6782;"de";
"DE";"RP";"Borler";;53539;2696;"de";
"DE";"RP";"Bornheim";", Rheinhess";55237;671;"de";
"DE";"RP";"Bornheim";", Pfalz";76879;6348;"de";
"DE";"RP";"Bornich";", Taunus";56348;6771;"de";
"DE";"RP";"Borod";", Westerw";57614;2688;"de";
"DE";"RP";"Börrstadt";", Pfalz";67725;6357;"de";
"DE";"RP";"Börsborn";;66904;6383;"de";
"DE";"RP";"Bosenbach";;66887;6385;"de";
"DE";"RP";"Bösodenbacherhof";;67742;6364;"de";
"DE";"RP";"Bottenbach";", Pfalz";66504;6339;"de";
"DE";"RP";"Boxberg";", Kr Daun";54552;2692;"de";
"DE";"RP";"Brachbach";", Sieg";57555;2745;"de";
"DE";"RP";"Brachtendorf";;56761;2653;"de";
"DE";"RP";"Brandscheid";", Eifel";54608;6555;"de";
"DE";"RP";"Brandscheid";", Westerw";56459;2663;"de";
"DE";"RP";"Braubach";;56338;2627;"de";
"DE";"RP";"Brauneberg";;54472;6534;"de";
"DE";"RP";"Braunshorn";;56288;671;"de";
"DE";"RP";"Braunweiler";;55595;6706;"de";
"DE";"RP";"Brauweiler";"b Kirn, Nahe";55606;6754;"de";
"DE";"RP";"Brecht";", Eifel";54636;6527;"de";
"DE";"RP";"Breit";;54426;6509;"de";
"DE";"RP";"Breitenau";", Westerw";56237;2623;"de";
"DE";"RP";"Breitenau";"b Kaiserslautern";67661;6307;"de";
"DE";"RP";"Breitenbach";", Pfalz";66916;6386;"de";
"DE";"RP";"Breitenheim";;55592;6753;"de";
"DE";"RP";"Breitenstein";", Pfalz";67466;6328;"de";
"DE";"RP";"Breitenthal";"b Idar-Oberstein";55758;6785;"de";
"DE";"RP";"Breitscheid";", Kr Neuwied";53547;2638;"de";
"DE";"RP";"Breitscheid";", Hunsrück";55422;6743;"de";
"DE";"RP";"Breitscheidt";", Sieg";57539;2682;"de";
"DE";"RP";"Bremberg";"b Katzenelnbogen";56370;6439;"de";
"DE";"RP";"Bremm";", Mosel";56814;2675;"de";
"DE";"RP";"Bremricherhof";;67822;6362;"de";
"DE";"RP";"Bremscheid";"b Hausen, Wied";56588;2638;"de";
"DE";"RP";"Brenk";;56651;2655;"de";
"DE";"RP";"Bretthausen";"b Rennerod, Westerw";56479;2667;"de";
"DE";"RP";"Bretzenheim";", Nahe";55559;671;"de";
"DE";"RP";"Breunigweiler";;67725;6357;"de";
"DE";"RP";"Brey";;56321;2628;"de";
"DE";"RP";"Briedel";;56867;6542;"de";
"DE";"RP";"Briedeler Heck";;56850;6543;"de";
"DE";"RP";"Brieden";;56829;2672;"de";
"DE";"RP";"Briedern";;56820;2673;"de";
"DE";"RP";"Brimingen";;54646;6522;"de";
"DE";"RP";"Brockscheid";;54552;6573;"de";
"DE";"RP";"Brodenbach";;56332;2605;"de";
"DE";"RP";"Brohl";", Eifel";56754;2672;"de";
"DE";"RP";"Brohl-Lützing";;56656;2633;"de";
"DE";"RP";"Brubbach";;57614;2684;"de";
"DE";"RP";"Bruch";"b Wittlich";54518;6578;"de";
"DE";"RP";"Bruchertseifen";;57539;2742;"de";
"DE";"RP";"Bruchhausen";", Westerw";53572;2224;"de";
"DE";"RP";"Bruchmühlbach-Miesau";;66892;6372;"de";
"DE";"RP";"Bruchweiler";;55758;6786;"de";
"DE";"RP";"Bruchweiler-Bärenbach";;76891;6394;"de";
"DE";"RP";"Brücken";", Birkenfeld";55767;6782;"de";
"DE";"RP";"Brücken";"(Pfalz)";66904;6386;"de";
"DE";"RP";"Brücktal";;53539;2692;"de";
"DE";"RP";"Bruschied";;55606;6544;"de";
"DE";"RP";"Bruttig-Fankel";;56814;2671;"de";
"DE";"RP";"Bubach";"b Kastellaun";56288;6766;"de";
"DE";"RP";"Bubenheim";", Rheinhess";55270;6130;"de";
"DE";"RP";"Bubenheim";", Pfalz";67308;6355;"de";
"DE";"RP";"Buborn";;67742;6382;"de";
"DE";"RP";"Buch";", Hunsrück";56290;6762;"de";
"DE";"RP";"Buch";", Taunus";56357;6772;"de";
"DE";"RP";"Büchel";"b Cochem";56823;2678;"de";
"DE";"RP";"Büchelborn";"b Dachsenhausen";56340;6776;"de";
"DE";"RP";"Buchenberg";"b Bad Ems";56130;2603;"de";
"DE";"RP";"Büchenbeuren";;55491;6543;"de";
"DE";"RP";"Buchet";", Eifel";54608;6555;"de";
"DE";"RP";"Buchholz";"(Westerwald)";53567;2683;"de";
"DE";"RP";"Buchholzbergerhof";;66500;6338;"de";
"DE";"RP";"Budenbach";;55469;671;"de";
"DE";"RP";"Budenheim";"b Mainz";55257;6139;"de";
"DE";"RP";"Büdesheim";", Eifel";54610;6558;"de";
"DE";"RP";"Büdlich";;54426;6509;"de";
"DE";"RP";"Buhlenberg";;55767;6782;"de";
"DE";"RP";"Bullay";;56859;6542;"de";
"DE";"RP";"Bundenbach";;55626;6544;"de";
"DE";"RP";"Bundenthal";;76891;6394;"de";
"DE";"RP";"Burbach";", Eifel";54597;6553;"de";
"DE";"RP";"Bürdenbach";;56593;2687;"de";
"DE";"RP";"Burg";", Eifel";54646;6522;"de";
"DE";"RP";"Burg";"(Mosel)";56843;6541;"de";
"DE";"RP";"Burgbrohl";;56659;2636;"de";
"DE";"RP";"Burgen";"b Bernkastel-Kues";54472;6534;"de";
"DE";"RP";"Burgen";", Mosel";56332;2605;"de";
"DE";"RP";"Burglahr";;57632;2685;"de";
"DE";"RP";"Burgschwalbach";;65558;6430;"de";
"DE";"RP";"Burgsponheim";;55595;6758;"de";
"DE";"RP";"Burrweiler";;76835;6345;"de";
"DE";"RP";"Burscheid";", Eifel";54673;6564;"de";
"DE";"RP";"Burtscheid";;54424;6504;"de";
"DE";"RP";"Busenberg";", Pfalz";76891;6391;"de";
"DE";"RP";"Busenhausen";;57612;2681;"de";
"DE";"RP";"Caan";;56237;2601;"de";
"DE";"RP";"Callbach";;67829;6753;"de";
"DE";"RP";"Calmuth";;53424;2642;"de";
"DE";"RP";"Carlsberg";", Pfalz";67316;6356;"de";
"DE";"RP";"Charlottenberg";"b Holzappel, Rhein-Lahn-Kr";56379;6439;"de";
"DE";"RP";"Clausen";", Kr Pirmasens";66978;6333;"de";
"DE";"RP";"Cochem";;56812;2671;"de";
"DE";"RP";"Contwig";;66497;6332;"de";
"DE";"RP";"Cramberg";;65558;6439;"de";
"DE";"RP";"Cronenberg";"b Lauterecken";67744;6382;"de";
"DE";"RP";"Daaden";;57567;2743;"de";
"DE";"RP";"Dachsborn";"b Dachsenhausen";56340;6776;"de";
"DE";"RP";"Dachsenhausen";;56340;6776;"de";
"DE";"RP";"Dackenheim";;67273;6353;"de";
"DE";"RP";"Dackscheid";"b Waxweiler";54649;6554;"de";
"DE";"RP";"Dahlem";"b Bitburg";54636;6562;"de";
"DE";"RP";"Dahlheim";", Taunus";56348;6771;"de";
"DE";"RP";"Dahn";;66994;6391;"de";
"DE";"RP";"Dahnen";;54689;6550;"de";
"DE";"RP";"Dalberg";", Kr Bad Kreuznach";55595;6706;"de";
"DE";"RP";"Daleiden";;54689;6550;"de";
"DE";"RP";"Dalheim";"b Mainz";55278;6249;"de";
"DE";"RP";"Dambach";", Kr Birkenfeld, Nahe";55765;6782;"de";
"DE";"RP";"Damflos";;54413;6503;"de";
"DE";"RP";"Dammühle";;56472;2661;"de";
"DE";"RP";"Damscheid";;55432;6744;"de";
"DE";"RP";"Dankerath";;53520;2696;"de";
"DE";"RP";"Dannenfels";", Pfalz";67814;6357;"de";
"DE";"RP";"Dannstadt-Schauernheim";;67125;6231;"de";
"DE";"RP";"Darscheid";", Kr Daun";54552;6592;"de";
"DE";"RP";"Darstein";", Pfalz";76848;6398;"de";
"DE";"RP";"Dasburg";", Eifel";54689;6550;"de";
"DE";"RP";"Dattenberg";"b Linz a Rhein";53547;2644;"de";
"DE";"RP";"Datzeroth";;56589;2638;"de";
"DE";"RP";"Daubach";", Hunsrück";55566;6756;"de";
"DE";"RP";"Daubach";", Westerw";56412;2602;"de";
"DE";"RP";"Daun";;54550;6592;"de";
"DE";"RP";"Dausenau";;56132;2603;"de";
"DE";"RP";"Dauwelshausen";;54673;6524;"de";
"DE";"RP";"Daxweiler";;55442;6724;"de";
"DE";"RP";"Dedenbach";;53426;2646;"de";
"DE";"RP";"Deesen";;56237;2626;"de";
"DE";"RP";"Deidesheim";;67146;6326;"de";
"DE";"RP";"Deimberg";;67742;6387;"de";
"DE";"RP";"Dellfeld";;66503;6336;"de";
"DE";"RP";"Dellingen";;57537;2682;"de";
"DE";"RP";"Demerath";;54552;6573;"de";
"DE";"RP";"Dennweiler-Frohnbach";;66871;6381;"de";
"DE";"RP";"Densborn";;54570;6594;"de";
"DE";"RP";"Denterhof";;54597;6554;"de";
"DE";"RP";"Dernau";", Ahr";53507;2643;"de";
"DE";"RP";"Dernbach";"b Dierdorf";56307;2689;"de";
"DE";"RP";"Dernbach";"(Westerwald)";56428;2602;"de";
"DE";"RP";"Dernbach";", Pfalz";76857;6345;"de";
"DE";"RP";"Derschen";;57520;2743;"de";
"DE";"RP";"Desloch";;55592;6753;"de";
"DE";"RP";"Dessighofen";;56357;6776;"de";
"DE";"RP";"Detzem";;54340;6507;"de";
"DE";"RP";"Deudesfeld";;54570;6599;"de";
"DE";"RP";"Deuselbach";;54411;6504;"de";
"DE";"RP";"Dexheim";;55278;6133;"de";
"DE";"RP";"Dhronecken";;54426;6504;"de";
"DE";"RP";"Dichtelbach";;55494;6764;"de";
"DE";"RP";"Dickendorf";;57520;2747;"de";
"DE";"RP";"Dickenschied";;55483;6763;"de";
"DE";"RP";"Dickesbach";;55758;6784;"de";
"DE";"RP";"Dieblich";;56332;2607;"de";
"DE";"RP";"Diefenbach";"b Wittlich";54538;6574;"de";
"DE";"RP";"Dieler";"b Halsenbach";56283;6747;"de";
"DE";"RP";"Dielkirchen";;67811;6361;"de";
"DE";"RP";"Dienethal";;56379;2604;"de";
"DE";"RP";"Dienheim";;55276;6133;"de";
"DE";"RP";"Dienstweiler";;55765;6782;"de";
"DE";"RP";"Dierbach";;76889;6340;"de";
"DE";"RP";"Dierdorf";;56269;2689;"de";
"DE";"RP";"Dierfeld";;54533;6572;"de";
"DE";"RP";"Dierscheid";;54523;6508;"de";
"DE";"RP";"Diesburgerhof";;54668;6523;"de";
"DE";"RP";"Diethardt";;56355;6772;"de";
"DE";"RP";"Dietrichingen";;66484;6338;"de";
"DE";"RP";"Diez";;65582;6432;"de";
"DE";"RP";"Dill";;55487;6763;"de";
"DE";"RP";"Dillendorf";", Hunsrück";55481;6763;"de";
"DE";"RP";"Dimbach";", Pfalz";76848;6392;"de";
"DE";"RP";"Dingdorf";", Eifel";54614;6553;"de";
"DE";"RP";"Dintesheim";;55234;6735;"de";
"DE";"RP";"Dirmstein";;67246;6238;"de";
"DE";"RP";"Ditscheid";"b Mayen";56729;2656;"de";
"DE";"RP";"Dittelsheim-Heßloch";;67596;6244;"de";
"DE";"RP";"Dittweiler";", Pfalz";66903;6386;"de";
"DE";"RP";"Dockendorf";;54636;6568;"de";
"DE";"RP";"Dockweiler";;54552;6595;"de";
"DE";"RP";"Dodenburg";;54518;6508;"de";
"DE";"RP";"Dohm-Lammersdorf";;54576;6593;"de";
"DE";"RP";"Dohr";"b Cochem";56812;2671;"de";
"DE";"RP";"Dolgesheim";;55278;6733;"de";
"DE";"RP";"Dommershausen";;56290;2605;"de";
"DE";"RP";"Donsieders";;66978;6333;"de";
"DE";"RP";"Dörnberg";"b Holzappel, Rhein-Lahn-Kr";56379;6439;"de";
"DE";"RP";"Dorn-Dürkheim";;67585;6733;"de";
"DE";"RP";"Dornholzhausen";", Rhein-Lahn-Kr";56357;2604;"de";
"DE";"RP";"Dörrebach";", Hunsrück";55444;6724;"de";
"DE";"RP";"Dörrenbach";", Pfalz";76889;6343;"de";
"DE";"RP";"Dörrmoschel";;67806;6361;"de";
"DE";"RP";"Dörscheid";;56348;6774;"de";
"DE";"RP";"Dörsdorf";", Taunus";56370;6486;"de";
"DE";"RP";"Dorsel";;53533;2693;"de";
"DE";"RP";"Dorsheim";;55452;6721;"de";
"DE";"RP";"Dörth";;56281;6747;"de";
"DE";"RP";"Döttesfeld";;56305;2684;"de";
"DE";"RP";"Drees";;53520;2691;"de";
"DE";"RP";"Dreifelden";;57629;2666;"de";
"DE";"RP";"Dreihof";;76879;6348;"de";
"DE";"RP";"Dreikirchen";;56414;6435;"de";
