state.id;city;county;postalCode;areaCode
AL;São Miguel dos Milagres;São Miguel dos Milagres;58320-138;82
AL;São Sebastião;São Sebastião;56619-747;82
AL;Santa Luzia do Norte;Santa Luzia do Norte;55257-173;82
AL;Santana do Ipanema;Santana do Ipanema;51549-303;82
AL;Santana do Mundaú;Santana do Mundaú;51939-476;82
AL;Satuba;Satuba;50517-493;82
AL;Senador Rui Palmeira;Senador Rui Palmeira;56201-181;82
AL;Tanque d'Arca;Tanque d'Arca;54889-714;82
AL;Taquarana;Taquarana;58829-090;82
AL;Teotônio Vilela;Teotônio Vilela;52757-552;82
AL;Traipu;Traipu;56607-719;82
AL;União dos Palmares;União dos Palmares;58117-483;82
AL;Viçosa;Viçosa;53543-396;82
AP;Amapá;Amapá;65880-018;96
AP;Calçoene;Calçoene;64668-412;96
AP;Cutias;Cutias;69488-582;96
AP;Ferreira Gomes;Ferreira Gomes;68834-183;96
AP;Itaubal;Itaubal;65266-028;96
AP;Laranjal do Jari;Laranjal do Jari;60693-469;96
AP;Macapá;Macapá;61115-135;96
AP;Mazagão;Mazagão;60983-762;96
AP;Oiapoque;Oiapoque;60761-348;96
AP;Pedra Branca do Amapari;Pedra Branca do Amapari;62220-361;96
AP;Porto Grande;Porto Grande;69017-370;96
AP;Pracuúba;Pracuúba;68808-835;96
AP;Santana;Santana;66035-842;96
AP;Serra do Navio;Serra do Navio;60216-322;96
AP;Tartarugalzinho;Tartarugalzinho;62498-004;96
AP;Vitória do Jari;Vitória do Jari;63348-153;96
AM;Alvarães;Alvarães;66112-579;97
AM;Amaturá;Amaturá;61353-998;97
AM;Anamã;Anamã;62950-050;97
AM;Anori;Anori;69937-393;97
AM;Apuí;Apuí;62832-744;97
AM;Atalaia do Norte;Atalaia do Norte;62392-068;97
AM;Autazes;Autazes;67913-404;92
AM;Barcelos;Barcelos;66595-327;97
AM;Barreirinha;Barreirinha;68678-471;92
AM;Benjamin Constant;Benjamin Constant;62958-831;97
AM;Beruri;Beruri;60920-849;97
AM;Boa Vista do Ramos;Boa Vista do Ramos;66618-615;92
AM;Boca do Acre;Boca do Acre;67029-540;97
AM;Borba;Borba;60380-396;92
AM;Caapiranga;Caapiranga;60423-334;92
AM;Canutama;Canutama;61590-651;97
AM;Carauari;Carauari;62899-291;97
AM;Careiro;Careiro;60184-168;92
AM;Careiro da Várzea;Careiro da Várzea;64388-184;92
AM;Coari;Coari;68749-169;97
AM;Codajás;Codajás;60960-328;97
AM;Eirunepé;Eirunepé;60256-185;97
AM;Envira;Envira;63093-600;97
AM;Fonte Boa;Fonte Boa;68219-566;97
AM;Guajará;Guajará;68798-369;97
AM;Humaitá;Humaitá;63342-059;97
AM;Ipixuna;Ipixuna;69482-238;97
AM;Iranduba;Iranduba;69480-302;92
AM;Itacoatiara;Itacoatiara;61723-821;92
AM;Itamarati;Itamarati;69449-692;97
AM;Itapiranga;Itapiranga;66735-988;92
AM;Japurá;Japurá;60073-343;97
AM;Juruá;Juruá;68089-697;97
AM;Jutaí;Jutaí;64270-663;97
AM;Lábrea;Lábrea;64161-554;97
AM;Manacapuru;Manacapuru;68101-514;92
AM;Manaquiri;Manaquiri;61746-902;92
AM;Manaus;Manaus;69280-496;92
AM;Manicoré;Manicoré;62123-564;97
AM;Maraã;Maraã;65512-551;97
AM;Maués;Maués;60284-877;92
AM;Nhamundá;Nhamundá;64378-616;92
AM;Nova Olinda do Norte;Nova Olinda do Norte;67051-942;92
AM;Novo Airão;Novo Airão;62396-293;92
AM;Novo Aripuanã;Novo Aripuanã;65056-553;97
AM;Parintins;Parintins;61674-916;92
AM;Pauini;Pauini;61582-265;97
AM;Presidente Figueiredo;Presidente Figueiredo;69940-220;92
AM;Rio Preto da Eva;Rio Preto da Eva;61759-921;92
AM;São Gabriel da Cachoeira;São Gabriel da Cachoeira;60996-298;97
AM;São Paulo de Olivença;São Paulo de Olivença;62464-854;97
AM;São Sebastião do Uatumã;São Sebastião do Uatumã;69461-309;92
AM;Santa Isabel do Rio Negro;Santa Isabel do Rio Negro;67361-339;97
AM;Santo Antônio do Içá;Santo Antônio do Içá;61831-510;97
AM;Silves;Silves;69209-495;92
AM;Tabatinga;Tabatinga;65221-507;97
AM;Tapauá;Tapauá;67931-200;97
AM;Tefé;Tefé;61538-483;97
AM;Tonantins;Tonantins;64060-981;97
AM;Uarini;Uarini;61885-389;97
AM;Urucará;Urucará;64721-906;92
AM;Urucurituba;Urucurituba;60442-757;92
BA;Água Fria;Água Fria;49976-927;75
BA;Érico Cardoso;Érico Cardoso;41893-381;77
BA;Abaíra;Abaíra;49165-352;77
BA;Abaré;Abaré;45540-542;75
BA;Acajutiba;Acajutiba;40162-737;75
BA;Adustina;Adustina;43060-600;75
BA;Aiquara;Aiquara;49428-949;73
BA;Alagoinhas;Alagoinhas;45676-234;75
BA;Alcobaça;Alcobaça;42202-403;73
BA;Almadina;Almadina;49576-840;73
BA;Amélia Rodrigues;Amélia Rodrigues;49396-025;75
BA;América Dourada;América Dourada;42944-079;74
BA;Amargosa;Amargosa;46412-672;75
BA;Anagé;Anagé;40471-696;77
BA;Andaraí;Andaraí;42137-148;75
BA;Andorinha;Andorinha;42970-444;74
BA;Angical;Angical;49077-014;77
BA;Anguera;Anguera;42330-803;75
BA;Antônio Cardoso;Antônio Cardoso;46160-395;75
BA;Antônio Gonçalves;Antônio Gonçalves;48468-494;74
BA;Antas;Antas;43922-714;75
BA;Aporá;Aporá;41450-256;75
BA;Apuarema;Apuarema;41275-263;73
BA;Araças;Araças;44997-295;75
BA;Aracatu;Aracatu;49680-747;77
BA;Araci;Araci;43433-057;75
BA;Aramari;Aramari;40778-985;75
BA;Arataca;Arataca;41171-125;73
BA;Aratuípe;Aratuípe;45456-208;75
BA;Aurelino Leal;Aurelino Leal;41295-320;73
BA;Baianópolis;Baianópolis;48826-470;77
BA;Baixa Grande;Baixa Grande;49856-855;74
BA;Banzaê;Banzaê;49985-710;75
BA;Barra;Barra;49656-845;74
BA;Barra da Estiva;Barra da Estiva;48844-603;77
BA;Barra do Choça;Barra do Choça;46493-757;77
BA;Barra do Mendes;Barra do Mendes;44854-309;74
BA;Barra do Rocha;Barra do Rocha;46178-987;73
BA;Barreiras;Barreiras;46529-705;77
BA;Barro Alto;Barro Alto;43580-225;74
BA;Barrocas;Barrocas;42859-608;75
BA;Belmonte;Belmonte;49879-019;73
BA;Belo Campo;Belo Campo;48027-278;77
BA;Biritinga;Biritinga;40342-034;75
BA;Boa Nova;Boa Nova;47989-772;77
BA;Boa Vista do Tupim;Boa Vista do Tupim;40551-012;75
BA;Bom Jesus da Lapa;Bom Jesus da Lapa;42178-009;77
BA;Bom Jesus da Serra;Bom Jesus da Serra;45014-893;77
BA;Boninal;Boninal;41515-409;75
BA;Bonito;Bonito;44988-785;75
BA;Boquira;Boquira;46573-697;77
BA;Botuporã;Botuporã;48189-510;77
BA;Brejões;Brejões;49312-972;75
BA;Brejolândia;Brejolândia;46548-504;77
BA;Brotas de Macaúbas;Brotas de Macaúbas;41645-720;77
BA;Brumado;Brumado;42073-473;77
BA;Buerarema;Buerarema;40691-888;73
BA;Buritirama;Buritirama;48943-404;77
BA;Cândido Sales;Cândido Sales;41358-878;77
BA;Cícero Dantas;Cícero Dantas;48205-523;75
BA;Caém;Caém;49075-471;74
BA;Caatiba;Caatiba;49780-578;77
BA;Cabaceiras do Paraguaçu;Cabaceiras do Paraguaçu;45391-026;75
BA;Cachoeira;Cachoeira;41728-205;75
BA;Caculé;Caculé;43990-880;77
BA;Caetanos;Caetanos;44533-567;77
BA;Caetité;Caetité;40435-112;77
BA;Cafarnaum;Cafarnaum;47262-632;74
BA;Cairu;Cairu;45258-108;75
BA;Caldeirão Grande;Caldeirão Grande;44273-676;74
BA;Camaçari;Camaçari;46424-027;71
BA;Camacan;Camacan;47260-605;73
BA;Camamu;Camamu;43990-134;73
BA;Campo Alegre de Lourdes;Campo Alegre de Lourdes;44140-814;74
BA;Campo Formoso;Campo Formoso;46115-064;74
BA;Canápolis;Canápolis;45815-322;77
BA;Canarana;Canarana;48079-967;74
BA;Canavieiras;Canavieiras;44720-120;73
BA;Candeal;Candeal;49252-866;75
BA;Candeias;Candeias;46732-858;71
BA;Candiba;Candiba;44641-166;77
BA;Cansanção;Cansanção;47257-075;75
BA;Canudos;Canudos;47362-278;75
BA;Capela do Alto Alegre;Capela do Alto Alegre;41563-407;75
BA;Capim Grosso;Capim Grosso;49929-801;74
BA;Caraíbas;Caraíbas;43487-020;77
BA;Caravelas;Caravelas;45335-935;73
BA;Cardeal da Silva;Cardeal da Silva;48266-907;75
BA;Carinhanha;Carinhanha;41885-782;77
BA;Casa Nova;Casa Nova;43773-820;74
BA;Castro Alves;Castro Alves;42908-064;75
BA;Catolândia;Catolândia;47132-113;77
BA;Catu;Catu;44320-873;71
BA;Caturama;Caturama;47915-974;77
BA;Central;Central;46392-954;74
BA;Chorrochó;Chorrochó;48689-198;75
BA;Cipó;Cipó;40965-357;75
BA;Coaraci;Coaraci;43479-590;73
BA;Cocos;Cocos;40855-444;77
BA;Conceição da Feira;Conceição da Feira;42560-573;75
BA;Conceição do Almeida;Conceição do Almeida;44306-104;75
BA;Conceição do Coité;Conceição do Coité;43431-461;75
BA;Conceição do Jacuípe;Conceição do Jacuípe;45700-718;75
BA;Condeúba;Condeúba;45746-552;77
BA;Conde;Conde;48845-633;75
BA;Contendas do Sincorá;Contendas do Sincorá;46249-358;77
BA;Coração de Maria;Coração de Maria;44080-505;75
BA;Cordeiros;Cordeiros;44686-365;77
BA;Coribe;Coribe;42339-361;77
BA;Coronel João Sá;Coronel João Sá;42956-554;75
BA;Correntina;Correntina;43855-126;77
BA;Cotegipe;Cotegipe;41565-438;77
BA;Cravolândia;Cravolândia;49914-389;73
BA;Crisópolis;Crisópolis;46937-552;75
BA;Cristópolis;Cristópolis;46640-310;77
BA;Cruz das Almas;Cruz das Almas;42550-284;75
BA;Curaçá;Curaçá;45234-058;74
BA;Dário Meira;Dário Meira;41470-004;73
BA;Dias d'Ávila;Dias d'Ávila;47059-550;71
BA;Dom Basílio;Dom Basílio;48487-924;77
BA;Dom Macedo Costa;Dom Macedo Costa;44161-726;75
BA;Elísio Medrado;Elísio Medrado;47181-625;75
BA;Encruzilhada;Encruzilhada;40120-297;77
BA;Entre Rios;Entre Rios;48884-162;75
BA;Esplanada;Esplanada;48088-418;75
BA;Euclides da Cunha;Euclides da Cunha;43794-575;75
BA;Eunápolis;Eunápolis;45399-194;73
BA;Fátima;Fátima;42375-755;75
BA;Feira da Mata;Feira da Mata;49890-260;77
BA;Feira de Santana;Feira de Santana;40928-586;75
BA;Filadélfia;Filadélfia;46282-186;74
BA;Firmino Alves;Firmino Alves;41041-872;73
BA;Floresta Azul;Floresta Azul;44766-848;73
BA;Formosa do Rio Preto;Formosa do Rio Preto;41129-955;77
BA;Gandu;Gandu;47940-549;73
BA;Gavião;Gavião;43138-229;75
BA;Gentio do Ouro;Gentio do Ouro;42782-723;74
BA;Glória;Glória;41592-265;75
BA;Gongogi;Gongogi;41466-041;73
BA;Governador Mangabeira;Governador Mangabeira;41061-911;75
BA;Guajeru;Guajeru;41449-112;77
BA;Guanambi;Guanambi;41842-318;77
BA;Guaratinga;Guaratinga;49072-765;73
BA;Heliópolis;Heliópolis;42231-274;75
BA;Iaçu;Iaçu;47473-889;75
BA;Ibiassucê;Ibiassucê;42555-078;77
BA;Ibicaraí;Ibicaraí;46873-361;73
BA;Ibicoara;Ibicoara;45851-330;77
BA;Ibicuí;Ibicuí;42310-585;73
BA;Ibipeba;Ibipeba;41933-804;74
BA;Ibipitanga;Ibipitanga;41695-291;77
BA;Ibiquera;Ibiquera;43746-307;75
BA;Ibirapitanga;Ibirapitanga;40227-422;73
BA;Ibirapuã;Ibirapuã;47778-220;73
BA;Ibirataia;Ibirataia;44431-447;73
BA;Ibitiara;Ibitiara;43523-202;77
BA;Ibititá;Ibititá;43945-951;74
BA;Ibotirama;Ibotirama;46888-764;77
BA;Ichu;Ichu;49981-876;75
BA;Igaporã;Igaporã;42228-411;77
BA;Igrapiúna;Igrapiúna;46499-956;73
BA;Iguaí;Iguaí;48382-873;73
BA;Ilhéus;Ilhéus;43311-425;73
BA;Inhambupe;Inhambupe;41587-406;75
BA;Ipecaetá;Ipecaetá;42972-004;75
BA;Ipiaú;Ipiaú;40119-534;73
BA;Ipirá;Ipirá;41383-168;75
BA;Ipupiara;Ipupiara;47883-096;77
BA;Irajuba;Irajuba;45372-742;73
BA;Iramaia;Iramaia;48498-209;77
BA;Iraquara;Iraquara;40221-528;75
BA;Irará;Irará;42467-579;75
BA;Irecê;Irecê;44830-090;74
BA;Itabela;Itabela;44603-668;73
BA;Itaberaba;Itaberaba;40291-601;75
BA;Itabuna;Itabuna;47252-392;73
BA;Itacaré;Itacaré;47990-717;73
BA;Itaeté;Itaeté;48560-269;75
BA;Itagi;Itagi;48028-807;73
BA;Itagibá;Itagibá;49787-683;73
BA;Itagimirim;Itagimirim;49644-107;73
BA;Itaguaçu da Bahia;Itaguaçu da Bahia;44247-204;74
BA;Itajuípe;Itajuípe;48213-185;73
BA;Itaju do Colônia;Itaju do Colônia;42254-502;73
BA;Itamaraju;Itamaraju;47045-679;73
BA;Itamari;Itamari;47121-265;73
BA;Itambé;Itambé;48633-022;77
BA;Itanagra;Itanagra;45540-712;75
BA;Itanhém;Itanhém;43022-059;73
BA;Itapé;Itapé;42442-906;73
BA;Itaparica;Itaparica;43595-576;71
BA;Itapebi;Itapebi;45913-526;73
BA;Itapetinga;Itapetinga;46941-072;77
BA;Itapicuru;Itapicuru;45447-951;75
BA;Itapitanga;Itapitanga;41988-874;73
BA;Itaquara;Itaquara;42310-992;73
BA;Itarantim;Itarantim;42241-658;73
BA;Itatim;Itatim;47747-138;75
BA;Itiúba;Itiúba;45027-887;74
BA;Itiruçu;Itiruçu;41583-712;73
BA;Itororó;Itororó;43640-429;73
BA;Ituaçu;Ituaçu;44607-063;77
BA;Ituberá;Ituberá;46135-872;73
BA;Iuiú;Iuiú;40900-394;77
BA;Jaborandi;Jaborandi;46082-382;77
BA;Jacaraci;Jacaraci;46838-361;77
BA;Jacobina;Jacobina;49282-312;74
BA;Jaguaquara;Jaguaquara;47839-295;73
BA;Jaguarari;Jaguarari;40717-993;74
BA;Jaguaripe;Jaguaripe;42370-498;75
BA;Jandaíra;Jandaíra;44183-684;75
BA;Jequié;Jequié;46999-925;73
BA;Jeremoabo;Jeremoabo;42041-156;75
BA;Jiquiriçá;Jiquiriçá;47907-089;75
BA;Jitaúna;Jitaúna;44008-936;73
BA;João Dourado;João Dourado;43837-171;74
BA;Juazeiro;Juazeiro;47366-519;74
BA;Jucuruçu;Jucuruçu;42740-065;73
BA;Jussara;Jussara;44908-143;74
BA;Jussari;Jussari;47214-861;73
BA;Jussiape;Jussiape;41928-424;77
BA;Lafaiete Coutinho;Lafaiete Coutinho;48788-966;73
BA;Lagoa Real;Lagoa Real;48719-050;77
BA;Laje;Laje;40337-446;75
BA;Lajedão;Lajedão;43234-903;73
BA;Lajedinho;Lajedinho;41730-064;75
BA;Lajedo do Tabocal;Lajedo do Tabocal;46787-884;73
BA;Lamarão;Lamarão;46235-669;75
BA;Lapão;Lapão;48055-184;74
BA;Lauro de Freitas;Lauro de Freitas;45403-176;71
BA;Lençóis;Lençóis;49492-825;75
BA;Licínio de Almeida;Licínio de Almeida;49944-654;77
BA;Livramento de Nossa Senhora;Livramento de Nossa Senhora;47650-245;77
BA;Luís Eduardo Magalhães;Luís Eduardo Magalhães;46343-785;77
BA;Macaúbas;Macaúbas;40848-932;77
BA;Macajuba;Macajuba;47743-636;74
BA;Macarani;Macarani;44523-756;77
BA;Macururé;Macururé;47960-470;75
BA;Madre de Deus;Madre de Deus;42307-273;71
BA;Maetinga;Maetinga;46964-698;77
BA;Maiquinique;Maiquinique;46324-857;77
BA;Mairi;Mairi;45165-704;74
BA;Malhada;Malhada;43141-286;77
BA;Malhada de Pedras;Malhada de Pedras;42520-213;77
BA;Manoel Vitorino;Manoel Vitorino;47164-665;73
BA;Mansidão;Mansidão;41249-254;77
BA;Maraú;Maraú;47144-661;73
BA;Maracás;Maracás;47725-100;73
BA;Maragogipe;Maragogipe;41190-008;75
BA;Marcionílio Souza;Marcionílio Souza;46001-139;75
BA;Mascote;Mascote;44087-502;73
BA;Mata de São João;Mata de São João;40792-382;71
BA;Matina;Matina;43712-811;77
BA;Medeiros Neto;Medeiros Neto;49459-614;73
BA;Miguel Calmon;Miguel Calmon;44402-180;74
BA;Milagres;Milagres;48853-634;75
BA;Mirangaba;Mirangaba;49671-833;74
BA;Mirante;Mirante;46386-915;77
BA;Monte Santo;Monte Santo;49385-098;75
BA;Morpará;Morpará;48035-534;77
BA;Morro do Chapéu;Morro do Chapéu;41256-608;74
BA;Mortugaba;Mortugaba;43274-784;77
BA;Mucugê;Mucugê;49893-077;75
BA;Mucuri;Mucuri;48747-462;73
BA;Mulungu do Morro;Mulungu do Morro;49882-185;74
BA;Mundo Novo;Mundo Novo;45555-547;74
BA;Muniz Ferreira;Muniz Ferreira;41782-507;75
BA;Muquém de São Francisco;Muquém de São Francisco;40707-397;77
BA;Muritiba;Muritiba;47609-574;75
BA;Mutuípe;Mutuípe;48760-791;75
BA;Nazaré;Nazaré;42445-456;75
BA;Nilo Peçanha;Nilo Peçanha;40420-214;73
BA;Nordestina;Nordestina;44883-188;75
BA;Nova Canaã;Nova Canaã;42165-487;73
BA;Nova Fátima;Nova Fátima;41325-363;75
BA;Nova Ibiá;Nova Ibiá;43055-735;73
BA;Nova Itarana;Nova Itarana;46320-734;73
BA;Nova Redenção;Nova Redenção;41411-540;75
BA;Nova Soure;Nova Soure;42111-482;75
BA;Nova Viçosa;Nova Viçosa;43345-024;73
BA;Novo Horizonte;Novo Horizonte;40463-529;77
BA;Novo Triunfo;Novo Triunfo;43618-685;75
BA;Olindina;Olindina;46513-231;75
BA;Oliveira dos Brejinhos;Oliveira dos Brejinhos;45217-121;77
BA;Ouriçangas;Ouriçangas;46920-396;75
BA;Ourolândia;Ourolândia;40793-704;74
BA;Pé de Serra;Pé de Serra;48451-424;75
BA;Palmas de Monte Alto;Palmas de Monte Alto;44107-885;77
BA;Palmeiras;Palmeiras;46438-043;75
BA;Paramirim;Paramirim;44073-587;77
BA;Paratinga;Paratinga;40855-025;77
BA;Paripiranga;Paripiranga;48471-375;75
BA;Pau Brasil;Pau Brasil;48787-467;73
BA;Paulo Afonso;Paulo Afonso;44080-746;75
BA;Pedrão;Pedrão;43244-184;75
BA;Pedro Alexandre;Pedro Alexandre;46908-845;75
BA;Piatã;Piatã;42830-904;77
BA;Pilão Arcado;Pilão Arcado;41666-043;74
BA;Pindaí;Pindaí;47066-820;77
BA;Pindobaçu;Pindobaçu;40609-891;74
BA;Pintadas;Pintadas;46046-551;75
BA;Piraí do Norte;Piraí do Norte;40774-489;73
BA;Piripá;Piripá;46123-438;77
BA;Piritiba;Piritiba;41884-062;74
BA;Planaltino;Planaltino;44820-169;73
BA;Planalto;Planalto;45047-319;77
BA;Poções;Poções;46430-609;77
BA;Pojuca;Pojuca;42795-780;71
BA;Ponto Novo;Ponto Novo;42623-765;74
BA;Porto Seguro;Porto Seguro;43787-867;73
BA;Potiraguá;Potiraguá;48930-541;73
BA;Prado;Prado;49704-125;73
BA;Presidente Dutra;Presidente Dutra;49151-097;74
BA;Presidente Jânio Quadros;Presidente Jânio Quadros;43605-891;77
BA;Presidente Tancredo Neves;Presidente Tancredo Neves;47146-075;73
BA;Queimadas;Queimadas;47534-961;75
BA;Quijingue;Quijingue;41428-821;75
BA;Quixabeira;Quixabeira;42468-376;74
BA;Rafael Jambeiro;Rafael Jambeiro;44430-212;75
BA;Remanso;Remanso;42993-173;74
BA;Retirolândia;Retirolândia;47828-973;75
BA;Riachão das Neves;Riachão das Neves;44881-600;77
BA;Riachão do Jacuípe;Riachão do Jacuípe;45841-561;75
BA;Riacho de Santana;Riacho de Santana;44087-196;77
BA;Ribeirão do Largo;Ribeirão do Largo;43991-265;77
BA;Ribeira do Amparo;Ribeira do Amparo;42821-169;75
BA;Ribeira do Pombal;Ribeira do Pombal;49277-479;75
BA;Rio de Contas;Rio de Contas;48712-392;77
BA;Rio do Antônio;Rio do Antônio;41265-679;77
BA;Rio do Pires;Rio do Pires;48685-013;77
BA;Rio Real;Rio Real;49475-105;75
BA;Rodelas;Rodelas;47112-477;75
BA;Ruy Barbosa;Ruy Barbosa;42562-707;75
BA;Sátiro Dias;Sátiro Dias;40814-032;75
BA;São Desidério;São Desidério;46215-293;77
BA;São Domingos;São Domingos;45358-145;75
BA;São Félix;São Félix;45375-695;75
BA;São Felipe;São Felipe;46244-599;75
BA;São Francisco do Conde;São Francisco do Conde;42978-822;71
BA;São Gabriel;São Gabriel;41536-057;74
BA;São Gonçalo dos Campos;São Gonçalo dos Campos;49563-869;75
BA;São José da Vitória;São José da Vitória;43086-588;73
BA;São José do Jacuípe;São José do Jacuípe;40974-655;74
BA;São Miguel das Matas;São Miguel das Matas;48731-071;75
BA;São Sebastião do Passé;São Sebastião do Passé;47804-269;71
BA;Sítio do Mato;Sítio do Mato;47957-310;77
BA;Sítio do Quinto;Sítio do Quinto;47310-223;75
BA;Saúde;Saúde;44812-501;74
BA;Salinas da Margarida;Salinas da Margarida;41344-387;75
BA;Salvador;Salvador;42751-055;71
BA;Santa Bárbara;Santa Bárbara;47641-789;75
BA;Santa Brígida;Santa Brígida;47008-368;75
BA;Santa Cruz Cabrália;Santa Cruz Cabrália;41167-030;73
BA;Santa Cruz da Vitória;Santa Cruz da Vitória;48938-291;73
BA;Santa Inês;Santa Inês;47319-974;73
BA;Santa Luzia;Santa Luzia;42357-168;73
BA;Santa Maria da Vitória;Santa Maria da Vitória;49069-867;77
BA;Santa Rita de Cássia;Santa Rita de Cássia;49709-399;77
BA;Santa Teresinha;Santa Teresinha;40889-951;75
BA;Santaluz;Santaluz;40892-485;75
BA;Santanópolis;Santanópolis;44633-700;75
